Books,Al-Fatiha,Al-Baqarah,Al Imran,An-Nisa,Al-Maidah,Al-Anam,Al-Araf,Al-Anfal,At-Tawbah,Yunus,Hud,Yusuf,Ar-Rad,Ibrahim,Al-Hijr,An-Nahl,Al-Isra,Al-Kahf,Maryam,Ta-Ha,Al-Anbiya,Al-Hajj,Al-Muminun,An-Nur,Al-Furqan,Ash-Shuara,An-Naml,Al-Qasas,Al-Ankabut,Ar-Rum,Luqmaan,As-Sajda,Al-Ahzaab,Saba (surah),Faatir,Yaseen,As-Saaffaat,Saad,Az-Zumar,Ghafir,Fussilat,Ash_Shooraa,Az-Zukhruf,Ad-Dukhaan,Al-Jaathiyah,Al-Ahqaaf,Muhammad,Al-Fath,Al-Hujuraat,Qaaf,Adh-Dhaariyaat,At-Toor,An-Najm,Al-Qamar,Ar-Rahman,Al-Waqia,Al-Hadeed,Al-Mujadila,Al-Hashr,Al-Mumtahanah,As-Saff,Al-Jumuah,Al-Munafiqoon,At-Taghabun,At-Talaq,At-Tahreem,Al-Mulk,Al-Qalam,Al-Haaqqa,Al-Maaarij,Nooh,Al-Jinn,Al-Muzzammil,Al-Muddaththir,Al-Qiyamah,Al-Insaan,Al-Mursalaat,An-Naba,An-Naaziaat,Abasa,At-Takweer,Al-Infitar,Al-Mutaffifeen,Al-Inshiqaaq,Al-Burooj,At-Taariq,Al-Alaa,Al-Ghaashiyah,Al-Fajr,Al-Balad,Ash-Shams,Al-Layl,Ad-Dhuha,Ash-Sharh,At-Teen,Al-Alaq,Al-Qadr,Al-Bayyinahh,Az-Zalzalah,Al-Aadiyaat,Al-Qaariah,At-Takaathur,Al-Asr,Al-Humazah,Al-Feel,Quraysh,Al-Maaoon,Al-Kawthar,Al-Kaafiroon,An-Nasr,Al-Masad,Al-Ikhlaas,Al-Falaq,Al-Naas
Book document vector lengths,1.4214505,14.628994,10.075884,14.785459,10.955377,9.664058,10.151282,10.187264,15.450763,8.071727,9.645247,15.717601,6.747031,5.832147,7.0720096,7.9626923,6.988205,9.243231,9.374276,10.419654,8.407815,6.6009083,6.585155,8.834022,6.396516,10.785976,8.01361,9.169359,6.933579,7.445578,5.90112,5.8075585,11.066701,6.7835956,6.6480937,7.16624,9.050389,7.3737936,8.230018,7.245906,5.452343,7.045173,7.634932,6.144927,6.403919,6.6386976,7.464198,7.2748694,5.844122,6.175376,5.835938,5.2096663,5.339494,7.8505993,12.073232,6.65956,6.8800917,6.572351,6.206922,6.205525,4.4953027,3.8237896,4.089356,5.293557,5.3726516,4.7165895,5.02178,4.5139523,5.193551,4.5504293,3.6818423,4.011119,3.780707,4.913643,4.6826286,5.381425,6.137117,4.876992,4.7479444,4.1174836,3.9606483,3.3736928,4.8554325,3.4724894,3.6295297,2.7829347,2.3561223,3.526821,3.9433534,2.2010546,2.7379272,2.8857086,1.9587117,1.5012467,1.454041,3.183787,1.598201,2.7063103,1.921313,1.976437,2.2744632,1.5549657,0.92817986,1.7393938,1.4881369,0.67332363,1.0102426,0.7740231,1.248607,1.0371047,1.3394877,0.66343385,1.1239556,1.2522253
Book sum of word vector lengths,635.9316027760506,98839.39386093616,58553.10681292415,56442.11441266537,45059.06058564782,54593.91663715243,55983.20701479912,20680.097053200006,43949.5933611691,30638.40964639187,33214.8412938118,29059.76717725396,14483.655157059431,14017.277227133512,10777.917244419456,30429.62068411708,26498.82793816924,26713.126269370317,16362.757545769215,23846.298529595137,21211.467638492584,20126.912840753794,18007.365541011095,19628.55106243491,15153.871912032366,22749.89282631874,18766.762196034193,24203.840332359076,16157.148983597755,13411.47908771038,9021.495720118284,6713.233853936195,20039.259142577648,15123.075912386179,11951.328844428062,13158.02708953619,15404.99157306552,12970.508761614561,20461.812572419643,21015.387919396162,13505.921436786652,14750.715617209673,16279.507427304983,6427.567504018545,8931.880729526281,11470.760237395763,9210.567751705647,9210.139326334,5788.001082330942,6719.923109203577,6618.533818662167,5604.404572457075,6220.153972417116,7060.382981151342,7371.786378115416,7282.492863953114,10286.540235757828,8106.587832480669,7558.880911409855,5885.423614323139,3505.930633187294,2672.779416978359,3060.0260829925537,4675.391412049532,4438.617118477821,4259.676497071981,5743.269532471895,5914.001709342003,4783.626490414143,3718.700586140156,3518.599250972271,4660.151903003454,3493.0428338348866,4525.377809941769,3519.5890542566776,3628.2014565765858,4544.31504508853,3452.682533711195,3842.027327477932,2342.428627759218,1925.0696443915367,1622.8919814825058,3059.077094256878,2390.248342603445,1812.3559965789318,1159.1930438280106,1464.5487007796764,1669.9721917808056,2828.579483151436,1515.6686278283596,1455.5672867894173,1626.8888026475906,912.9058345556259,437.4055206775665,547.8414865136147,1453.5448918640614,538.7527876496315,1300.1812482774258,859.6346229016781,687.7499830126762,611.3730891346931,685.7741905748844,244.52363497018814,441.6660258471966,378.28749027848244,304.30163356661797,365.20272836089134,164.94470465183258,365.1837406158447,265.53405517339706,405.11739361286163,222.18686160445213,372.8806960582733,308.7143611907959

Similarity matrix,Al-Fatiha,Al-Baqarah,Al Imran,An-Nisa,Al-Maidah,Al-Anam,Al-Araf,Al-Anfal,At-Tawbah,Yunus,Hud,Yusuf,Ar-Rad,Ibrahim,Al-Hijr,An-Nahl,Al-Isra,Al-Kahf,Maryam,Ta-Ha,Al-Anbiya,Al-Hajj,Al-Muminun,An-Nur,Al-Furqan,Ash-Shuara,An-Naml,Al-Qasas,Al-Ankabut,Ar-Rum,Luqmaan,As-Sajda,Al-Ahzaab,Saba (surah),Faatir,Yaseen,As-Saaffaat,Saad,Az-Zumar,Ghafir,Fussilat,Ash_Shooraa,Az-Zukhruf,Ad-Dukhaan,Al-Jaathiyah,Al-Ahqaaf,Muhammad,Al-Fath,Al-Hujuraat,Qaaf,Adh-Dhaariyaat,At-Toor,An-Najm,Al-Qamar,Ar-Rahman,Al-Waqia,Al-Hadeed,Al-Mujadila,Al-Hashr,Al-Mumtahanah,As-Saff,Al-Jumuah,Al-Munafiqoon,At-Taghabun,At-Talaq,At-Tahreem,Al-Mulk,Al-Qalam,Al-Haaqqa,Al-Maaarij,Nooh,Al-Jinn,Al-Muzzammil,Al-Muddaththir,Al-Qiyamah,Al-Insaan,Al-Mursalaat,An-Naba,An-Naaziaat,Abasa,At-Takweer,Al-Infitar,Al-Mutaffifeen,Al-Inshiqaaq,Al-Burooj,At-Taariq,Al-Alaa,Al-Ghaashiyah,Al-Fajr,Al-Balad,Ash-Shams,Al-Layl,Ad-Dhuha,Ash-Sharh,At-Teen,Al-Alaq,Al-Qadr,Al-Bayyinahh,Az-Zalzalah,Al-Aadiyaat,Al-Qaariah,At-Takaathur,Al-Asr,Al-Humazah,Al-Feel,Quraysh,Al-Maaoon,Al-Kawthar,Al-Kaafiroon,An-Nasr,Al-Masad,Al-Ikhlaas,Al-Falaq,Al-Naas
Al-Fatiha,0.0,0.2602149546146393,0.39825889468193054,0.2912978529930115,0.3815096616744995,0.5648310780525208,0.5302054286003113,0.26595282554626465,0.16540199518203735,0.6946271657943726,0.58831787109375,0.37461286783218384,0.6644046902656555,0.8392248749732971,0.6998264789581299,0.5528501272201538,0.7510771751403809,0.46559983491897583,0.6660599708557129,0.5469814538955688,0.607085645198822,0.6042954921722412,0.6903998851776123,0.43818920850753784,0.699907660484314,0.5397221446037292,0.6410760879516602,0.5920106172561646,0.6991874575614929,0.5962316989898682,0.7558404207229614,0.7204451560974121,0.3512401580810547,0.7122758030891418,0.6854488849639893,0.592551589012146,0.5437476634979248,0.6481538414955139,0.6977287530899048,0.7083331942558289,0.6715395450592041,0.6945145726203918,0.7362188100814819,0.693145751953125,0.640679657459259,0.6750915050506592,0.4400767982006073,0.48435136675834656,0.7129758596420288,0.6385486125946045,0.6919757127761841,0.6910547614097595,0.7284886240959167,0.463093101978302,0.5653083920478821,0.5107113718986511,0.5310081243515015,0.5432640910148621,0.6988134980201721,0.6292587518692017,0.7393187284469604,0.7746182084083557,0.6232085227966309,0.7665330767631531,0.6223943829536438,0.6830816864967346,0.6668670177459717,0.6840600967407227,0.5982841849327087,0.6571993231773376,0.7491735219955444,0.8580575585365295,0.6972392797470093,0.7768521904945374,0.6838737726211548,0.6520972847938538,0.6215634346008301,0.6977872848510742,0.7219352722167969,0.7167870998382568,0.7333210706710815,0.6503161191940308,0.633455753326416,0.7124741077423096,0.6960538029670715,0.7350650429725647,0.8081095814704895,0.620540201663971,0.7042068839073181,0.7306316494941711,0.6534677743911743,0.6571700572967529,0.7492116093635559,0.7247806787490845,0.7573904991149902,0.804932177066803,0.6011022925376892,0.7540268301963806,0.5862810611724854,0.6945739984512329,0.6127731800079346,0.6661162972450256,0.6338820457458496,0.6016855835914612,0.7596146464347839,0.6870768666267395,0.7238263487815857,0.7374223470687866,0.8148295283317566,0.8549922108650208,0.6168540716171265,0.5957159996032715,0.7655885815620422,0.7757969498634338
Al-Baqarah,0.2602149546146393,0.0,0.6965609192848206,0.6183643341064453,0.6805043816566467,0.13918949663639069,0.02657848224043846,0.5250431299209595,0.5545127987861633,0.1344819813966751,-0.0926976278424263,0.1684611588716507,0.2300044298171997,0.1342749148607254,0.07017609477043152,0.2120501697063446,0.1634148359298706,-0.011150822043418884,-0.054849203675985336,0.07110835611820221,-0.19494716823101044,0.3729203939437866,0.005698277615010738,0.6934130191802979,-0.03881189972162247,0.005997402593493462,0.0445583239197731,0.19187472760677338,0.005164569243788719,0.2980857491493225,0.35027754306793213,0.22828254103660583,0.6465466022491455,-0.02929367683827877,0.2883709669113159,-0.059070516377687454,-0.22162514925003052,-0.06023239344358444,0.015405851416289806,-0.14250917732715607,0.09239626675844193,0.17994675040245056,0.03056682087481022,0.11312606185674667,0.17997680604457855,0.14130598306655884,0.430597722530365,0.5515133738517761,0.5795746445655823,-0.045314740389585495,0.18360984325408936,0.06741422414779663,0.1404392123222351,-0.02265295945107937,0.2075783610343933,0.008220549672842026,0.43395987153053284,0.5906705856323242,0.38902390003204346,0.582999587059021,0.5402770638465881,0.4478444755077362,0.5020440220832825,0.4410340487957001,0.674532413482666,0.38804590702056885,0.044330667704343796,0.09721528738737106,0.04719036445021629,0.3007313013076782,0.318403959274292,0.13535523414611816,0.48186248540878296,0.1912723332643509,0.16528081893920898,0.21966516971588135,0.07101554423570633,0.12139438092708588,0.12536028027534485,0.3407781422138214,0.2315555363893509,0.222886860370636,0.200544074177742,0.22879759967327118,0.30791011452674866,0.22790542244911194,0.30836865305900574,0.2246893048286438,0.30366194248199463,0.4407252371311188,0.2060629427433014,0.21171876788139343,0.3885844945907593,0.42464959621429443,0.27228793501853943,0.22784367203712463,0.2346780002117157,0.3640093505382538,0.19959577918052673,0.3098231256008148,0.284994900226593,0.22062638401985168,0.36609601974487305,0.1624593436717987,0.2524058520793915,0.4538007080554962,0.23532675206661224,0.40148648619651794,0.2907390296459198,0.26820918917655945,0.273843914270401,0.17705726623535156,0.17996183037757874,0.25240927934646606
Al Imran,0.39825889468193054,0.6965609192848206,0.0,0.697641134262085,0.6624621748924255,0.1233958825469017,0.08903393894433975,0.6736168265342712,0.7137753963470459,0.39796915650367737,0.1079009547829628,0.1362515687942505,0.28130659461021423,0.3123735189437866,0.17853525280952454,0.3150482475757599,0.23353789746761322,-0.04595175012946129,0.07838154584169388,-0.005629977211356163,-0.02392980270087719,0.3680265545845032,0.21358773112297058,0.6218336224555969,0.08100897073745728,0.08511155843734741,0.1198316216468811,0.28811222314834595,0.3776812255382538,0.447861909866333,0.39240798354148865,0.24998043477535248,0.754605233669281,0.09754512459039688,0.36965689063072205,-0.06622511893510818,-0.036729007959365845,-0.01358575839549303,0.1815813034772873,0.16647754609584808,0.2251436561346054,0.3813900649547577,0.14073887467384338,0.21388934552669525,0.43440255522727966,0.35576683282852173,0.5627915263175964,0.6908571124076843,0.6905521154403687,0.02399587444961071,0.21985042095184326,0.11610903590917587,0.2666362524032593,0.07900206744670868,0.04822671785950661,-0.02319333329796791,0.6205180287361145,0.5977373719215393,0.5794081687927246,0.7248433828353882,0.7575873732566833,0.6285818815231323,0.6168798208236694,0.5890564322471619,0.6912479400634766,0.4654925763607025,0.15821459889411926,0.28973060846328735,0.10009253770112991,0.2898496687412262,0.28848448395729065,0.3162177503108978,0.43681779503822327,0.2760429084300995,0.22260251641273499,0.21698671579360962,0.12185191363096237,0.11342620849609375,0.2445116639137268,0.3374013304710388,0.23460076749324799,0.22247852385044098,0.3305448293685913,0.3917281925678253,0.43938982486724854,0.24380642175674438,0.31996217370033264,0.19357849657535553,0.3371469974517822,0.4335165321826935,0.2624884247779846,0.40250974893569946,0.511290967464447,0.4767287075519562,0.4485284090042114,0.3691607415676117,0.15313495695590973,0.6660796403884888,0.13965575397014618,0.33440837264060974,0.2929140329360962,0.39741766452789307,0.5481340885162354,0.19012925028800964,0.2911369204521179,0.42215752601623535,0.30975136160850525,0.36956095695495605,0.3711211085319519,0.46279120445251465,0.41114887595176697,0.2566372752189636,0.29699307680130005,0.3294169306755066
An-Nisa,0.2912978529930115,0.6183643341064453,0.697641134262085,0.0,0.7592729926109314,0.08034641295671463,-0.09715749323368073,0.7773928642272949,0.818102240562439,0.049883849918842316,-0.17418675124645233,-0.026306048035621643,0.3379416763782501,0.07027309387922287,-0.01919192261993885,0.4003889858722687,0.17014318704605103,-0.06596247106790543,-0.12009578943252563,-0.2200353890657425,-0.2667314410209656,0.43349820375442505,0.029514817520976067,0.768681526184082,0.08637584745883942,-0.11688873171806335,-0.07125665247440338,0.015446950681507587,0.10914400964975357,0.2851437032222748,0.3558443486690521,0.0850588008761406,0.9075842499732971,-0.024331865832209587,0.44399523735046387,0.030089030042290688,-0.11864994466304779,-0.21541470289230347,0.10580834001302719,-0.09779803454875946,0.2622164189815521,0.4188231825828552,0.04990975186228752,0.07798244059085846,0.15589451789855957,0.14780963957309723,0.6827710866928101,0.7947509288787842,0.7420461177825928,-0.11387592554092407,0.11774439364671707,0.14756011962890625,0.2564452588558197,-0.16136719286441803,0.08428221940994263,-0.04415179789066315,0.4931701719760895,0.8045023679733276,0.5226707458496094,0.7291272282600403,0.625023603439331,0.5249605178833008,0.5638393759727478,0.5460996627807617,0.7016229629516602,0.42121750116348267,0.16179633140563965,0.22996467351913452,-0.04066379368305206,0.40820568799972534,0.2411072701215744,0.20616599917411804,0.43675947189331055,0.1923099309206009,0.1293088048696518,0.26122742891311646,0.0982191264629364,0.11796697974205017,0.09058374911546707,0.3297823667526245,0.19908760488033295,0.21013323962688446,0.3370014429092407,0.3234346807003021,0.3806286156177521,0.33788031339645386,0.28179726004600525,0.25049158930778503,0.3053134083747864,0.40807998180389404,0.24480751156806946,0.37967535853385925,0.5025012493133545,0.453033447265625,0.3689001500606537,0.34995418787002563,0.11676306277513504,0.5428153872489929,0.1321582943201065,0.3170742094516754,0.24063801765441895,0.2727915048599243,0.5303230285644531,0.18606622517108917,0.35438641905784607,0.42894095182418823,0.27724283933639526,0.4325076639652252,0.3243710398674011,0.4060739576816559,0.37266117334365845,0.2880532145500183,0.37585124373435974,0.3413522243499756
Al-Maidah,0.3815096616744995,0.6805043816566467,0.6624621748924255,0.7592729926109314,0.0,0.21155227720737457,0.19342254102230072,0.6533334851264954,0.6178885698318481,0.180238738656044,-0.012170746922492981,-0.017120692878961563,0.3442107141017914,0.1536157727241516,0.23048445582389832,0.4091634154319763,0.26967358589172363,-0.047483161091804504,0.013460236601531506,0.03639417141675949,-0.10362975299358368,0.46233344078063965,0.06064661592245102,0.6500765681266785,0.1809975951910019,0.1750541478395462,0.07767696678638458,0.16841202974319458,0.16474483907222748,0.2469702959060669,0.39361444115638733,0.2670418620109558,0.7975497841835022,0.01743956096470356,0.33144500851631165,0.0703287199139595,-0.04282252490520477,0.02051829732954502,0.0830816701054573,0.0028842200990766287,0.2582458555698395,0.3304487466812134,0.2649141252040863,0.2207367718219757,0.3121125102043152,0.2884851098060608,0.6529581546783447,0.7001805305480957,0.7493276596069336,-0.010153131559491158,0.31102538108825684,0.23922765254974365,0.23327922821044922,0.05190401151776314,0.17302584648132324,0.09664644300937653,0.4656052589416504,0.7178728580474854,0.5759254097938538,0.7165422439575195,0.6726704835891724,0.5790443420410156,0.5571528673171997,0.5557626485824585,0.7178252339363098,0.5732488036155701,0.07917042076587677,0.30711138248443604,0.14201578497886658,0.37625670433044434,0.35482731461524963,0.2952381372451782,0.4427575469017029,0.3148130178451538,0.17664222419261932,0.30103376507759094,0.18933384120464325,0.22213226556777954,0.24468886852264404,0.34934133291244507,0.375566691160202,0.235869362950325,0.3969697654247284,0.3951650559902191,0.4709535837173462,0.34147772192955017,0.3630366027355194,0.3165428936481476,0.3495737910270691,0.4863329529762268,0.3832381069660187,0.36808544397354126,0.4897778332233429,0.4342886209487915,0.4106852114200592,0.34094110131263733,0.178693488240242,0.6259589791297913,0.26870596408843994,0.38465237617492676,0.29573389887809753,0.3720773458480835,0.5065060257911682,0.20316915214061737,0.4104369282722473,0.47684940695762634,0.27627333998680115,0.42594876885414124,0.4488183856010437,0.3758004605770111,0.29506295919418335,0.17991800606250763,0.4334166646003723,0.47540533542633057
Al-Anam,0.5648310780525208,0.13918949663639069,0.1233958825469017,0.08034641295671463,0.21155227720737457,0.0,0.4834613502025604,-0.044688232243061066,-0.0033989795483648777,0.5581111907958984,0.3524493873119354,0.14155681431293488,0.5382543206214905,0.5157407522201538,0.4204220473766327,0.6204423308372498,0.5750575065612793,0.29499131441116333,0.21600459516048431,0.31305521726608276,0.4838199317455292,0.4917997717857361,0.5557152628898621,0.07240959256887436,0.5696917772293091,0.2584306597709656,0.39385804533958435,0.2965974509716034,0.5072142481803894,0.42590171098709106,0.5898929238319397,0.5737480521202087,0.03046964295208454,0.6210894584655762,0.5624406337738037,0.5019443035125732,0.2454141080379486,0.3223244249820709,0.5243788361549377,0.45048150420188904,0.48420149087905884,0.5284271836280823,0.6631839275360107,0.3733689486980438,0.5419281125068665,0.5020183324813843,0.3856997787952423,0.18793036043643951,0.3720420002937317,0.4196694493293762,0.401712030172348,0.5347190499305725,0.5989871621131897,0.46873971819877625,0.28719836473464966,0.47008761763572693,0.15754815936088562,0.21803607046604156,0.33039864897727966,0.28755801916122437,0.29393911361694336,0.47604799270629883,0.4016801714897156,0.43931010365486145,0.2948874235153198,0.10499779880046844,0.4999975860118866,0.39037397503852844,0.4017009437084198,0.38657376170158386,0.42622867226600647,0.5756770372390747,0.24442210793495178,0.5253270268440247,0.49025437235832214,0.331280380487442,0.3785577118396759,0.4028627574443817,0.48144131898880005,0.4583950638771057,0.4113197922706604,0.4712165594100952,0.35228922963142395,0.5174747705459595,0.3995472192764282,0.5254293084144592,0.5360631346702576,0.4003417193889618,0.3649034798145294,0.39089643955230713,0.4420943856239319,0.3453093469142914,0.37178096175193787,0.46079692244529724,0.3373003900051117,0.4821228086948395,0.2994002401828766,0.38234949111938477,0.5540308952331543,0.4006614685058594,0.3561849594116211,0.457820326089859,0.35119378566741943,0.39332816004753113,0.4646955132484436,0.32440489530563354,0.42686766386032104,0.3946765661239624,0.5331050753593445,0.3808647394180298,0.2453448325395584,0.4980236291885376,0.45458781719207764,0.40343084931373596
